#lamda, x0, y0, z0, all in units of nanometer
0, 4.3961, 4.545, 5.16
1, 4.3961, 4.513377223398316, 5.254868329805052
2, 4.3961, 4.496158117790717, 5.3533746869708425
3, 4.357158659042207, 4.456314803637772, 5.436417340358838
4, 4.348282711137252, 4.447233267869254, 5.535607779700912
5, 4.309603850042256, 4.4455779254039, 5.627809762031642
6, 4.254394622510189, 4.488544683477108, 5.699264635175402
7, 4.207873789855828, 4.49369621695929, 5.78763473097668
8, 4.198296721426875, 4.494756743735314, 5.887169423638407
9, 4.147368907613771, 4.446209591507594, 5.958229481271345
10, 4.106331663556078, 4.405219825924458, 6.039689801167531
11, 4.061693373940008, 4.397645810489586, 6.128852895496655
12, 3.998850008255726, 4.395110925848945, 6.206597900155026
13, 3.957128767841232, 4.35547699869198, 6.288381088625472
14, 3.922309624874578, 4.292445832439529, 6.3577691233571425
15, 3.9040634709037163, 4.224607713007493, 6.428938410393029
16, 3.8586185320763358, 4.162193099261834, 6.492492902964017
17, 3.84813542364306, 4.147795474782635, 6.590894187746951
18, 3.8464272229170984, 4.145449411804843, 6.6908520690709565
19, 3.8461743241034805, 4.106458877442596, 6.782937215931547
20, 3.8461216664413156, 4.062916060860665, 6.872959548445668
21, 3.804851572942074, 4.006882298268846, 6.944771781612222
22, 3.750150731296922, 3.949266584701829, 7.005502724907016
23, 3.7903748312275853, 3.9455316062298555, 7.0969798899296705
24, 3.8345968073136127, 3.945109738005826, 7.186669570820219
25, 3.843205837465874, 3.907607432587217, 7.2789705008703915
26, 3.8014134547503637, 3.8520620071308493, 7.350860016502585
27, 3.839236856858355, 3.8460846120579624, 7.443237833109819
28, 3.7875944582633703, 3.790035352894581, 7.507979961701586
29, 3.72416591107815, 3.7588145876122265, 7.57870536885599
30, 3.6638926174512583, 3.709544485928789, 7.641471499495613
31, 3.6145237497348277, 3.6989527013242482, 7.727787946359977
32, 3.5505965719375334, 3.695259757846086, 7.804597308467342
33, 3.5046690590625915, 3.6950408444099523, 7.89342644579305
34, 3.459774685570632, 3.6950095363400486, 7.9827824430655845
35, 3.415016267851513, 3.6950028330247915, 8.072206623231502
36, 3.3702847418321227, 3.6950009941915813, 8.161644258355622
37, 3.3144880139391044, 3.7326068529317413, 8.235620771823395
38, 3.247307727734574, 3.7447811378548574, 8.308686467824243
39, 3.176634083618643, 3.7449339699132653, 8.379433995482364
40, 3.105937429609668, 3.744991934268064, 8.450158671176698
41, 3.0352280066848665, 3.744997126698849, 8.520870604276285
42, 2.9645178795870137, 3.744999406245956, 8.591581833374704
